code,test
"<template>   <el-tag :class=""$attrs.class"" class=""natto-tag"" :closable=""closable"">     <slot />   </el-tag> </template>  <script lang=""ts""> import { defineComponent } from 'vue'  export default defineComponent({   name: 'NattoTag',    props: {     closable: Boolean   } }) </script>","describe('NattoTag', () => {   beforeEach(() => {     wrapper = createWrapper()     elTagWrapper = findElTag(wrapper)   })    describe('bindings with ElTag', () => {     test('props bindings', () => {       expect(elTagWrapper.attributes('closable')).toBe('false')     })     test('slot default rendering', () => {       wrapper = createWrapper({ defaultSlot: '<div>Columbo</div>' })        elTagWrapper = findElTag(wrapper)       expect(elTagWrapper.text()).toBe('Columbo')     })   }) }) "
"<template>   <el-badge class=""natto-badge"" :hidden=""value === 0"" :value=""value"">     <slot />   </el-badge> </template>  <script lang=""ts""> import { defineComponent } from 'vue'  export default defineComponent({   name: 'NattoBadge',    props: {     value: {       type: Number,       required: true     }   } }) </script>","describe('NattoBadge', () => {   beforeEach(() => {     wrapper = createWrapper('<div>I fill the default slot</div>', 2)   })    describe('binding', () => {     it('props', () => {       const badgeWrapper: VueWrapper<any> = wrapper.findComponent(ElBadge)        expect(badgeWrapper.attributes('value')).toBe('2')     })   })    describe('rendering', () => {     it('should render the default slot', () => {       expect(wrapper.html()).toContain('I fill the default slot')     })   }) }) "
"<template>   <natto-tooltip :disabled=""!disabled"">     <el-dropdown-item       :disabled=""disabled""       :icon=""`el-icon-${icon}`""       @click=""handleItemClick""     >       {{ label }}     </el-dropdown-item>     <template #content>       {{ tooltipContent }}     </template>   </natto-tooltip> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import NattoTooltip from '@/Common/components/Tooltips/NattoTooltip.vue'  export default defineComponent({   name: 'NattoDropdownItem',   components: { NattoTooltip },   props: {     icon: {       type: String,       default: ''     },     label: {       type: String,       required: true     },     disabled: Boolean,     tooltipContent: String   },    emits: ['click'],    setup(props, { emit }) {     return {       handleItemClick: () => {         emit('click')       }     }   } }) </script>","describe('NattoDropdownItem', () => {   beforeEach(() => {     wrapper = createWrapper()   })   describe('bindings with ElDropdownItem', () => {     it('props <=> :props', () => {       wrapper = createWrapper({         icon: 'delete',         label: 'Supprimer',         disabled: false       })        const ElDropdownItemWrapper = findElDropdownItem(wrapper)        expect(ElDropdownItemWrapper.props('icon')).toBe('el-icon-delete')       expect(ElDropdownItemWrapper.props('disabled')).toBe(false)       expect(ElDropdownItemWrapper.text()).toContain('Supprimer')     })     describe('events', () => {       it('should emit click when ElDropdownItem is clicked', async () => {         const ElDropdownItemWrapper = findElDropdownItem(wrapper)          await ElDropdownItemWrapper.vm.$emit('click')          expect(wrapper.emitted('click')).toHaveLength(1)       })     })   }) }) "
"<template>   <ElRadioGroup>     <MpRadio       v-for=""radioItem in radioItems""       :key=""radioItem.value""       :label=""radioItem.value""     >       {{ radioItem.label }}     </MpRadio>   </ElRadioGroup> </template>  <script lang=""ts""> import { defineComponent, PropType } from 'vue'  export type RadioItem = {   value: boolean | string | number | Record<string, any>   label: string }  export default defineComponent({   name: 'NattoRadioGroup',    props: {     radioItems: {       type: Array as PropType<RadioItem[]>,       required: true     }   } }) </script>","describe('NattoRadioGroup', () => {   beforeEach(() => {     wrapper = createWrapper()     mpRadiosWrapper = findMpRadios(wrapper)   })    describe('bindings with ElRadio', () => {     test('props bindings', () => {       expect(mpRadiosWrapper[0].props()).toStrictEqual({ label: 1 })       expect(mpRadiosWrapper[1].props()).toStrictEqual({ label: 2 })       expect(mpRadiosWrapper[2].props()).toStrictEqual({ label: 3 })     })     it('should render labels', () => {       const text = wrapper.text()        expect(text).toContain('First Value')       expect(text).toContain('Second Value')       expect(text).toContain('Third Value')     })   }) }) "
"<template>   <mp-tabs     :tab-items=""items""     v-model=""activeName""     @tab-click=""handleClick""     :stretch=""stretch""   >     <template v-for=""item in items"" #[item.name]>       <slot :name=""item.name""></slot>     </template>   </mp-tabs> </template>  <script lang=""ts""> import { defineComponent, PropType, ref, watch } from 'vue' import { TabItem } from '@/Common/types/common' import _ from 'lodash'  export default defineComponent({   name: 'NattoTabs',   emits: ['tab-selected'],   props: {     items: {       type: Array as PropType<TabItem[]>,       required: true     },     stretch: Boolean   },    setup(props, { emit }) {     let activeName = ref(props.items[0].name)      watch(       () => _.cloneDeep(props.items),       (currentValue) => {         activeName.value = currentValue[0].name       }     )      return {       activeName,       handleClick: (tab: { props: { name: string } }) => {         emit('tab-selected', tab.props.name)       }     }   } }) </script>","describe('natto-tabs', () => {   beforeEach(() => {     wrapper = createWrapper(items)     mpTabsWrapper = wrapper.findComponent(MpTabs)   })   describe('bindings with MpTabs', () => {     it('props bindings', () => {       expect(mpTabsWrapper.props('tabItems')).toStrictEqual(items)     })      describe('events', () => {       it('Should emit tab-selected event on ElTabs click', async () => {         await mpTabsWrapper.vm.$emit('tab-click', selected)         expect(wrapper.emitted()['tab-selected'].length).toBe(1)         expect(wrapper.emitted()['tab-selected'][0]).toContain('1234')       })     })   }) }) "
"<template>   <p class=""warning-text"">     {{ errorMessage }}   </p> </template>  <script lang=""ts""> import { defineComponent } from 'vue'  export default defineComponent({   name: 'NattoError',    props: {     errorMessage: String   } }) </script>","describe('NattoError', () => {   beforeEach(() => {     wrapper = createWrapper()   })    describe('rendering', () => {     test('should render the error', () => {       wrapper = createWrapper({ errorMessage: 'error' })        expect(wrapper.text()).toContain('error')     })   }) }) "
"<template>   <mp-input     v-model=""input""     type=""text""     :placeholder=""placeholder""     :disabled=""disabled""     :clearable=""clearable""     class=""natto-input""     :class=""$attrs.class""     @input=""handleChange""   >     <template #prefix>       <slot name=""prefix"" />     </template>   </mp-input> </template>  <script lang=""ts""> import { defineComponent, ref, watch } from 'vue' import { debounce } from 'lodash'  export default defineComponent({   name: 'NattoInput',   props: {     placeholder: {       type: String,       default: 'Entrez du texte'     },     modelValue: {       type: String,       default: ''     },     disabled: Boolean,     clearable: Boolean,     debounceTime: {       type: Number,       default: 0     }   },    emits: ['update:modelValue'],    setup(props, { emit }) {     const input = ref(props.modelValue)      const debounceF = debounce((value: string) => {       emit('update:modelValue', value)     }, props.debounceTime)      const handleChange = (value: string) => {       if (props.debounceTime) {         debounceF(value)       } else {         emit('update:modelValue', value)       }     }      watch(       () => props.modelValue,       () => {         input.value = props.modelValue       }     )      return {       handleChange,       input     }   } }) </script>","describe('NattoInput', () => {   beforeEach(() => {     wrapper = createWrapper()     mpInputWrapper = findMpInput(wrapper)   })   describe('binding', () => {     it('should binds with the props', () => {       const wrapper = createWrapper({         modelValue: 'test',         placeholder: 'Ma recherche ici',         disabled: false,         clearable: true       })        const mpInputWrapper = findMpInput(wrapper)        expect(mpInputWrapper.props().modelValue).toBe('test')       expect(mpInputWrapper.attributes().placeholder).toBe('Ma recherche ici')       expect(mpInputWrapper.attributes().disabled).toBe('false')       expect(mpInputWrapper.attributes().clearable).toBe('true')     })     it('should reset model-value prop of ElInput when search changes', async () => {       // When search prop changes       await wrapper.setProps({ modelValue: 'gustave' })        // Then ElInput model-value prop must be gustave       expect(findMpInput(wrapper).props().modelValue).toBe('gustave')     })   })   describe('events', () => {     it('Should fire update:modelValue event when ElInput emit input', async () => {       await mpInputWrapper.vm.$emit('input')        expect(wrapper.emitted('update:modelValue')).toBeTruthy()     })     it('Should fire handleChange when input is fired from el input', async () => {       await mpInputWrapper.vm.$emit('input', 'test')        expect(wrapper.emitted()['update:modelValue'].length).toBe(1)       expect(wrapper.emitted()['update:modelValue'][0]).toStrictEqual(['test'])     })     it('Should emit update:modelValue when input is emitted from el input when debounce is NOT active', async () => {       wrapper = createWrapper({         modelValue: ''       })        mpInputWrapper = findMpInput(wrapper)       await mpInputWrapper.vm.$emit('input', 'test')       await flushPromises()        expect(wrapper.emitted()['update:modelValue'].length).toBe(1)       expect(wrapper.emitted()['update:modelValue']).toStrictEqual([['test']])     })     it('Should fire handleChange when input is fired from el input when debounce is active', async (done) => {       wrapper = createWrapper({         modelValue: '',         debounceTime: 1000       })        mpInputWrapper = findMpInput(wrapper)       await mpInputWrapper.vm.$emit('input', 'test')        setTimeout(() => {         expect(wrapper.emitted()['update:modelValue'].length).toBe(1)         expect(wrapper.emitted()['update:modelValue']).toStrictEqual([['test']])         done()       }, 1000)     })   }) }) "
"<template>   <el-select v-model=""selectedValue"">     <el-option       v-for=""item in options""       :key=""item.value""       :label=""item.label""       :value=""item.value""     >     </el-option>   </el-select> </template>  <script lang=""ts""> import useVModel from '@/Common/hooks' import { defineComponent, PropType } from 'vue' import SelectOption from '@/Common/models/Select/SelectOption'  export default defineComponent({   name: 'NattoSelect',   props: {     options: {       type: Array as PropType<SelectOption[]>     },     modelValue: [String, Number]   },   setup(props) {     const selectedValue = useVModel(props)      return {       selectedValue     }   } }) </script>","describe('NattoSelect', () => {   beforeEach(() => {     wrapper = createWrapper(1, [       new SelectOption('', undefined),       new SelectOption('l1', 1),       new SelectOption('l2', 2),       new SelectOption('l3', 3)     ])   })   describe('bindings', () => {     describe('props', () => {       it('Should send correctly props to ElSelect component - default case', () => {         const elSelectWrapper = wrapper.findComponent(ElSelect)          expect(elSelectWrapper.props('modelValue')).toBe(1)       })       it('Should send correctly props to ElSelect component - non default case', () => {         wrapper = createWrapper(1, [           new SelectOption('', undefined),           new SelectOption('l1', 1),           new SelectOption('l2', 2),           new SelectOption('l3', 3)         ])         const elSelectWrapper = wrapper.findComponent(ElSelect)          expect(elSelectWrapper.props('modelValue')).toBe(1)       })     })   })   describe('events', () => {     test('Switch of el select value should trigger an emit from NattoSelect', () => {       const elSelectWrapper = wrapper.findComponent(ElSelect)        elSelectWrapper.vm.$emit('update:modelValue', 2)        expect(wrapper.emitted('update:modelValue')).toEqual([[2]])       expect(wrapper.emitted('update:modelValue')).toBeTruthy()     })   }) }) "
"<template>   <natto-card class=""natto-shortcut-card"" :class=""type"">     <div class=""natto-shortcut-card__content"">       <div class=""natto-shortcut-card__prepend-icon"">         <mp-icon :name=""prependIcon"" />       </div>       <span         v-loading=""loading""         element-loading-background=""#fce4e9""         class=""natto-shortcut-card__text""         >{{ text }}       </span>       <arrow-right-icon class=""natto-shortcut-card__arrow-right"" />     </div>   </natto-card> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import ArrowRightIcon from '@/Common/components/Icons/ArrowRightIcon.vue' import NattoCard from '@/Common/components/Cards/NattoCard.vue'  export default defineComponent({   name: 'NattoShortcutCard',   components: { NattoCard, ArrowRightIcon },   props: {     text: String,     prependIcon: String,     loading: Boolean,     type: {       type: String,       validator: (type: string) =>         ['primary', 'secondary', 'danger'].includes(type),       default: 'primary'     }   } }) </script>","describe('NattoShortcutCard', () => {   beforeEach(() => {     wrapper = createWrapper()     nattoCardWrapper = findNattoCard(wrapper)     mpIconWrapper = findMpIcon(wrapper)   })    describe('bindings with NattoCard', () => {     test('props bindings', () => {       expect(wrapper.text()).toContain('test')       expect(nattoCardWrapper.classes()).toContain('primary')       expect(mpIconWrapper.props('name')).toBe('delete')     })   }) }) "
"<template>   <MpInCard :class=""$attrs.class"">     <slot />   </MpInCard> </template>  <script> export default {   name: 'NattoCard' } </script>","describe('NattoCard', () => {   beforeEach(() => {     wrapper = createWrapper()   })    describe('rendering', () => {     it('should render the default slot', () => {       wrapper = createWrapper('<div>Je suis le default slot</div>')        expect(wrapper.html()).toContain('Je suis le default slot')     })   }) }) "
"<template>   <div class=""natto-highlighter__container"">     <span       v-for=""(splittedItem, index) in textSplitted""       :key=""`splitted ${index}`""     >       <MpHighlight         v-if=""compareSplittedItemWithQuery(splittedItem)""         :text=""splittedItem""       />       <span v-else>{{ splittedItem }}</span>     </span>   </div> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import useStringHelpers from '@/Common/hooks/useStringHelpers'  export default defineComponent({   name: 'NattoHighlighter',    props: {     text: {       type: String,       required: true     },     query: {       type: String,       required: true     }   },    setup(props) {     const { splitter, sanitize } = useStringHelpers()      const textSplitted = splitter(props.text, props.query)      const compareSplittedItemWithQuery = (splittedItem: string): boolean =>       sanitize(splittedItem) === sanitize(props.query)      return {       textSplitted,       compareSplittedItemWithQuery     }   } }) </script>","describe('NattoHighlighter', () => {   beforeEach(() => {     wrapper = createWrapper()     mpHighlightWrapper = findMpHighlight(wrapper)   })    describe('rendering', () => {     it('should contain 2 children when the text is ""je suis columbo"" (2 parts [je suis, columbo])', () => {       expect(wrapper.findAll('.natto-highlighter__container > *')).toHaveLength(         2       )     })     it('should render the text without the query', () => {       expect(wrapper.text()).toContain('je suis')       expect(wrapper.text()).not.toContain('columbo')     })   })   describe('bindings with MpHighlight', () => {     describe('rendering', () => {       it('should render MpHighlight only once because the query ""columbo"" appear one time in the text', () => {         expect(wrapper.findAllComponents(MpHighlight)).toHaveLength(1)       })       it('should not render any MpHighlight component when the query does not match any part of the text', () => {         wrapper = createWrapper({ text: 'je suis columbo', query: 'peter' })         expect(findMpHighlight(wrapper).exists()).toBe(false)       })     })     test('props bindings', () => {       expect(mpHighlightWrapper.attributes('text')).toBe('columbo')     })   }) }) "
"<template>   <el-date-picker     class=""natto-date-picker""     v-model=""selectedDate""     type=""date""     :placeholder=""placeholder""     :disabled-date=""disabledDate""     :default-time=""defaultTime""   /> </template>  <script lang=""ts""> import { defineComponent } from 'vue' import useVModel from '@/Common/hooks' import useDates from '@/Common/hooks/useDates'  export default defineComponent({   name: 'NattoDatePicker',   props: {     placeholder: String,     lockafter: [Date, String],     lockbefore: [Date, String],     modelValue: String,     defaultTime: [Date, String]   },   setup(props) {     const { isBefore, isAfter } = useDates()      const selectedDate = useVModel(props)     const disabledDate = function (time: Date) {       let disabled = false        if (props.lockafter) {         disabled = isAfter(time.toString(), props.lockafter.toString())       }        if (props.lockbefore) {         disabled =           disabled || isBefore(time.toString(), props.lockbefore.toString())       }        return disabled     }      return { selectedDate, disabledDate }   } }) </script>","describe('NattoDatePicker', () => {   beforeEach(() => {     wrapper = createWrapper(       new Date(1998, 5, 15, 10, 33, 30, 0),       'placehold1',       new Date(1998, 0, 1, 10, 33, 30, 0),       new Date(1999, 11, 31, 10, 33, 30, 0)     )   })   describe('bindings', () => {     describe('props', () => {       it('Should send correctly props to ElDatePicker component', () => {         const elDatePicker: VueWrapper<any> =           wrapper.findComponent(ElDatePicker)          expect(elDatePicker.props('placeholder')).toBe('placehold1')         expect(elDatePicker.props('modelValue')).toStrictEqual(           new Date(1998, 5, 15, 10, 33, 30, 0)         )         expect(elDatePicker.props('defaultTime')).toBeUndefined()       })       it('disable date should return false for each date not inside the before and after props date period', () => {         const elDatePicker: VueWrapper<any> =           wrapper.findComponent(ElDatePicker)          expect(           elDatePicker.props('disabledDate')(new Date(1997, 10, 23))         ).toBeTruthy()         expect(           elDatePicker.props('disabledDate')(new Date(2000, 0, 1))         ).toBeTruthy()         expect(           elDatePicker.props('disabledDate')(             new Date(1998, 1, 12, 10, 33, 30, 0)           )         ).toBeFalsy()       })       it('lockerafter and lockbefore can be undefined', () => {         wrapper = createWrapper(           new Date(1998, 5, 15, 10, 33, 30, 0),           'placehold1'         )          const elDatePicker: VueWrapper<any> =           wrapper.findComponent(ElDatePicker)          expect(elDatePicker.props('lockafter')).toBeUndefined()         expect(elDatePicker.props('lockbefore')).toBeUndefined()         expect(           elDatePicker.props('disabledDate')(             new Date(1998, 1, 12, 10, 33, 30, 0)           )         ).toBeFalsy()       })     })   }) }) "
"<template>   <span> {{ formattedDate }} </span> </template>  <script> import { computed, defineComponent } from 'vue' import useDates from '@/Common/hooks/useDates'  export default defineComponent({   name: 'NattoDate',    props: {     date: {       type: String,       required: true     },     format: {       type: String,       default: 'DD MMMM YYYY'     }   },    setup(props) {     const { format } = useDates()     const formattedDate = computed(() => format(props.date, props.format))      return {       formattedDate     }   } }) </script>","describe('NattoDate', () => {   describe('rendering', () => {     it('should render the date formatted', () => {       wrapper = createWrapper({         date: '2019-01-19T10:00:00+00:00',         format: 'DD MMMM YYYY'       })        expect(wrapper.html()).toContain('19 janvier 2019')     })   }) }) "
"<template>   <mp-pagination     :page-size=""pageSize""     :current-page=""pageNumber""     :page-count=""pageCount""     hide-on-single-page     :total=""itemsTotal""     @current-change=""pageChanged""   /> </template>  <script lang=""ts""> import { defineComponent, computed } from 'vue'  export default defineComponent({   name: 'NattoPagination',   props: {     pageNumber: {       type: Number,       required: true     },     itemsTotal: {       type: Number,       required: true     },     pageSize: {       type: Number,       required: true     }   },   emits: ['page-opened'],   setup(props, { emit }) {     return {       pageCount: computed(() => Math.ceil(props.itemsTotal / props.pageSize)),       pageChanged(pageNumber: number) {         emit('page-opened', pageNumber)       }     }   } }) </script>","describe('NattoPagination', () => {   beforeEach(() => {     wrapper = createWrapper(100, 10, 10)   })   describe('bindings', () => {     describe('props', () => {       it('Should send correctly props to MpPagination', () => {         const mpPaginationWrapper = wrapper.findComponent(MpPagination)          expect(mpPaginationWrapper.attributes('page-size')).toBe('10')         expect(mpPaginationWrapper.attributes('total')).toBe('100')         expect(mpPaginationWrapper.attributes('page-count')).toBe('10')         expect(mpPaginationWrapper.attributes('current-page')).toBe('10')       })     })   })   describe('events', () => {     test('Paging should trigger an page-opened event when MpPagination emits a current-change event', () => {       const mpPaginationWrapper = wrapper.findComponent(MpPagination)        mpPaginationWrapper.vm.$emit('current-change', 3)        expect(wrapper.emitted('page-opened')).toEqual([[3]])       expect(wrapper.emitted('page-opened')).toBeTruthy()     })   }) }) "
